"party","counter_party","notional","party_notional","cp_share_pct","party_market_share_pct"
"LMAX Broker","Swissquote",763065,"1.26916E+11",0.0006,8.11
"LMAX Broker","ABN POP",799515,"1.26916E+11",0.0006,8.11
"LMAX Broker","Rakuten Securities",740279,"1.26916E+11",0.0006,8.11
"LMAX Broker","Makor Securities LLP",592418,"1.26916E+11",0.0005,8.11
"LMAX Broker","SEB",656929,"1.26916E+11",0.0005,8.11
"LMAX Broker","Northern Trust",545444,"1.26916E+11",0.0004,8.11
"LMAX Broker","GTS Securities",415391,"1.26916E+11",0.0003,8.11
"LMAX Broker","MN Fund",203703,"1.26916E+11",0.0002,8.11
"LMAX Broker","Zurich Cantonal Bank",257365,"1.26916E+11",0.0002,8.11
"LMAX Broker","Savile Global Markets",236872,"1.26916E+11",0.0002,8.11
"LMAX Broker","SmartMoney",277627,"1.26916E+11",0.0002,8.11
"LMAX Broker","Wells Fargo",262178,"1.26916E+11",0.0002,8.11
"LMAX Broker","Hirose",175626,"1.26916E+11",0.0001,8.11
"LMAX Broker","Monex",90098,"1.26916E+11",0.0001,8.11
"LMAX Broker","MFP Trading",63818,"1.26916E+11",0.0001,8.11
"LMAX Broker","Danske Bank",149550,"1.26916E+11",0.0001,8.11
"LMAX Broker","RBC Capital Markets",111538,"1.26916E+11",0.0001,8.11
"LMAX Broker","Squarepoint Capital",103777,"1.26916E+11",0.0001,8.11
"LMAX Broker","Taishin Bank",124450,"1.26916E+11",0.0001,8.11
"LMAX Broker","Orient Futures",117353,"1.26916E+11",0.0001,8.11
"LMAX Broker","Saxo Bank",80495,"1.26916E+11",0.0001,8.11
"LMAX Broker","Pepperstone",57,"1.26916E+11",0,8.11
"LMAX Broker","Nordea EB",48396,"1.26916E+11",0,8.11
"LMAX Broker 2","LMAX Broker",69795732516,"1.23969E+11",56.3,7.92
"LMAX Broker 2","White Oak",5418589709,"1.23969E+11",4.37,7.92
"LMAX Broker 2","Britannia Global Markets",4715250124,"1.23969E+11",3.8,7.92
"LMAX Broker 2","Qube-RT",3926455094,"1.23969E+11",3.17,7.92
"LMAX Broker 2","Flow Traders BV",3914166459,"1.23969E+11",3.16,7.92
"LMAX Broker 2","TFS Derivatives - RBPB",3825304601,"1.23969E+11",3.09,7.92
"LMAX Broker 2","Henning Carey",2800201851,"1.23969E+11",2.26,7.92
"LMAX Broker 2","Rakuten Securities",2748600060,"1.23969E+11",2.22,7.92
"LMAX Broker 2","HSBC London",2497477689,"1.23969E+11",2.01,7.92
"LMAX Broker 2","Edgewater Markets",1975551243,"1.23969E+11",1.59,7.92
"LMAX Broker 2","Credit Agricole",1802050044,"1.23969E+11",1.45,7.92
"LMAX Broker 2","HRP PoP",1544293738,"1.23969E+11",1.25,7.92
"LMAX Broker 2","Solid Trading",1505961579,"1.23969E+11",1.21,7.92
"LMAX Broker 2","Tower Research",1504333064,"1.23969E+11",1.21,7.92
"LMAX Broker 2","Bluecrest Capital Management - JPPB",1483069824,"1.23969E+11",1.2,7.92
"LMAX Broker 2","Velocity Trade",1114435073,"1.23969E+11",0.9,7.92
"LMAX Broker 2","Barclays EB",1089031542,"1.23969E+11",0.88,7.92
"LMAX Broker 2","Standard Chartered Bank",1085178579,"1.23969E+11",0.88,7.92
"LMAX Broker 2","Jane Street",837047855,"1.23969E+11",0.68,7.92
"LMAX Broker 2","Sumitomo Mitsui Banking Corporation",801174346,"1.23969E+11",0.65,7.92
"LMAX Broker 2","Nomura",737421662,"1.23969E+11",0.59,7.92
"LMAX Broker 2","Jump Trading",716769857,"1.23969E+11",0.58,7.92
"LMAX Broker 2","Hudson River Trading",668135416,"1.23969E+11",0.54,7.92
"LMAX Broker 2","Goldman Sachs",597847661,"1.23969E+11",0.48,7.92
"LMAX Broker 2","DBS Singapore",491601112,"1.23969E+11",0.4,7.92
"LMAX Broker 2","Citadel",471226007,"1.23969E+11",0.3801,7.92
"LMAX Broker 2","BNP Paribas",418571919,"1.23969E+11",0.34,7.92
"LMAX Broker 2","AT Global Markets",363695513,"1.23969E+11",0.29,7.92
"LMAX Broker 2","GMO Click",353236610,"1.23969E+11",0.28,7.92
"LMAX Broker 2","National Australia Bank Melbourne",313944614,"1.23969E+11",0.25,7.92
"LMAX Broker 2","UBS",280707755,"1.23969E+11",0.23,7.92
"LMAX Broker 2","JP Morgan",280269781,"1.23969E+11",0.23,7.92
"LMAX Broker 2","Macquarie Bank",258303932,"1.23969E+11",0.2084,7.92
"LMAX Broker 2","RBC Capital Markets",253234274,"1.23969E+11",0.2043,7.92
"LMAX Broker 2","XTX Markets",225146819,"1.23969E+11",0.18,7.92
"LMAX Broker 2","Royal Bank of Canada London",218088886,"1.23969E+11",0.18,7.92
"LMAX Broker 2","Monex",217202691,"1.23969E+11",0.18,7.92
"LMAX Broker 2","Virtu",216263484,"1.23969E+11",0.17,7.92
"LMAX Broker 2","Alpfin - RBPB",196115951,"1.23969E+11",0.16,7.92
"LMAX Broker 2","Swissquote",178726030,"1.23969E+11",0.14,7.92
"LMAX Broker 2","Gain Global Markets",158793776,"1.23969E+11",0.13,7.92
"LMAX Broker 2","MFP Trading",151938079,"1.23969E+11",0.12,7.92
"LMAX Broker 2","Equiti Capital",151309523,"1.23969E+11",0.12,7.92
"LMAX Broker 2","Société Générale",151167798,"1.23969E+11",0.12,7.92
"LMAX Broker 2","Morgan Stanley",129524446,"1.23969E+11",0.1045,7.92
"LMAX Broker 2","Danske Bank",121082444,"1.23969E+11",0.098,7.92
"LMAX Broker 2","Taishin Bank",111039543,"1.23969E+11",0.09,7.92
"LMAX Broker 2","ANZ",101110054,"1.23969E+11",0.082,7.92
"LMAX Broker 2","YJFX",100962436,"1.23969E+11",0.081,7.92
"LMAX Broker 2","Commerzbank",96299152,"1.23969E+11",0.078,7.92
"LMAX Broker 2","Raiffeisen Bank International",80069536,"1.23969E+11",0.065,7.92
"LMAX Broker 2","SEB",79429396,"1.23969E+11",0.064,7.92
"LMAX Broker 2","Hirose",69556609,"1.23969E+11",0.056,7.92
"LMAX Broker 2","Finalto",68188986,"1.23969E+11",0.055,7.92
"LMAX Broker 2","KGI Securities",66127438,"1.23969E+11",0.053,7.92
"LMAX Broker 2","Orient Futures",58067651,"1.23969E+11",0.047,7.92
"LMAX Broker 2","SmartMoney",51958747,"1.23969E+11",0.042,7.92
"LMAX Broker 2","UNICREDIT",45971739,"1.23969E+11",0.037,7.92
"LMAX Broker 2","Rabo Bank",41570126,"1.23969E+11",0.034,7.92
"LMAX Broker 2","Northern Trust",40927091,"1.23969E+11",0.033,7.92
"LMAX Broker 2","Sharada",33636561,"1.23969E+11",0.027,7.92
"LMAX Broker 2","BAML",32068012,"1.23969E+11",0.026,7.92
"LMAX Broker 2","GTS Securities",24624223,"1.23969E+11",0.02,7.92
"LMAX Broker 2","Citibank",21719992,"1.23969E+11",0.018,7.92
"LMAX Broker 2","Nordea EB",18486769,"1.23969E+11",0.015,7.92
"LMAX Broker 2","Wells Fargo",17660025,"1.23969E+11",0.014,7.92
"LMAX Broker 2","J. Safra Sarasin Bank",17184947,"1.23969E+11",0.014,7.92
"LMAX Broker 2","ESW Manage Limited",12447351,"1.23969E+11",0.01,7.92
"LMAX Broker 2","Zurich Cantonal Bank",11214791,"1.23969E+11",0.009,7.92
"LMAX Broker 2","Stratos Markets Ltd",9519866,"1.23969E+11",0.0077,7.92
"LMAX Broker 2","SBI",8267363,"1.23969E+11",0.0067,7.92
"LMAX Broker 2","KGI Taiwan",7060330,"1.23969E+11",0.0057,7.92
"LMAX Broker 2","TD Securities",5095819,"1.23969E+11",0.0041,7.92
"LMAX Broker 2","Fubon Bank TW",4111465,"1.23969E+11",0.0033,7.92
"LMAX Broker 2","Verition - HSBC PB",3874395,"1.23969E+11",0.0031,7.92
"LMAX Broker 2","Squarepoint Capital",3684565,"1.23969E+11",0.003,7.92
"LMAX Broker 2","Savile Global Markets",3626541,"1.23969E+11",0.0029,7.92
"LMAX Broker 2","Makor Securities LLP",3473386,"1.23969E+11",0.0028,7.92
"LMAX Broker 2","Royal Bank of Canada Toronto",3493912,"1.23969E+11",0.0028,7.92
"LMAX Broker 2","FXCM",3400660,"1.23969E+11",0.0027,7.92
"LMAX Broker 2","MN Fund",2320948,"1.23969E+11",0.0019,7.92
"LMAX Broker 2","Gelber Group",2055070,"1.23969E+11",0.0017,7.92
"LMAX Broker 2","ABN POP",1791850,"1.23969E+11",0.0014,7.92
"LMAX Broker 2","AMA Capital",1253380,"1.23969E+11",0.001,7.92
"LMAX Broker 2","NatWest Markets",501428,"1.23969E+11",0.0004,7.92
"LMAX Broker 2","CGS International",523455,"1.23969E+11",0.0004,7.92
"LMAX Broker 2","Saxo Bank",201699,"1.23969E+11",0.0002,7.92
"LMAX Broker 2","ShinKong Bank",20754,"1.23969E+11",0,7.92
"Macquarie Bank","Jump Trading",1376263611,3660192263,37.6,0.23
"Macquarie Bank","Hudson River Trading",626759411,3660192263,17.12,0.23
"Macquarie Bank","Flow Traders BV",503432361,3660192263,13.75,0.23
"Macquarie Bank","LMAX Broker 2",258303932,3660192263,7.06,0.23
"Macquarie Bank","Jane Street",239541632,3660192263,6.54,0.23
"Macquarie Bank","Citadel",198291389,3660192263,5.42,0.23
"Macquarie Bank","Goldman Sachs",94600161,3660192263,2.58,0.23
"Macquarie Bank","XTX Markets",88356350,3660192263,2.41,0.23
"Macquarie Bank","NatWest Markets",54142186,3660192263,1.48,0.23
"Macquarie Bank","Commerzbank",46172938,3660192263,1.26,0.23
"Macquarie Bank","UBS",29965262,3660192263,0.82,0.23
"Macquarie Bank","JP Morgan",26299967,3660192263,0.72,0.23
"Macquarie Bank","Nomura",13945304,3660192263,0.38,0.23
"Macquarie Bank","ANZ",13341151,3660192263,0.36,0.23
"Macquarie Bank","Gain Global Markets",11181964,3660192263,0.3055,0.23
"Macquarie Bank","Barclays EB",10564970,3660192263,0.29,0.23
"Macquarie Bank","HRP PoP",9910912,3660192263,0.2708,0.23
"Macquarie Bank","HSBC London",9602310,3660192263,0.26,0.23
"Macquarie Bank","Virtu",8423623,3660192263,0.2301,0.23
"Macquarie Bank","MN Fund",5979762,3660192263,0.16,0.23
"Macquarie Bank","White Oak",4904389,3660192263,0.13,0.23
"Macquarie Bank","LMAX Broker",3740098,3660192263,0.1022,0.23
"Macquarie Bank","Henning Carey",3340555,3660192263,0.091,0.23
"Macquarie Bank","SEB",3285468,3660192263,0.09,0.23
"Macquarie Bank","Velocity Trade",3126900,3660192263,0.085,0.23
"Macquarie Bank","Standard Chartered Bank",2998359,3660192263,0.082,0.23
"Macquarie Bank","Société Générale",2691960,3660192263,0.074,0.23
"Macquarie Bank","SBI",2009775,3660192263,0.055,0.23
"Macquarie Bank","Royal Bank of Canada London",1969154,3660192263,0.054,0.23
"Macquarie Bank","Credit Agricole",1895713,3660192263,0.052,0.23
"Macquarie Bank","BNP Paribas",1259363,3660192263,0.034,0.23
"Macquarie Bank","Qube-RT",1092127,3660192263,0.03,0.23
"Macquarie Bank","Tower Research",1012734,3660192263,0.028,0.23
"Macquarie Bank","Macquarie Bank",1002374,3660192263,0.027,0.23
"Macquarie Bank","MFP Trading",523805,3660192263,0.014,0.23
"Macquarie Bank","Sharada",137233,3660192263,0.0037,0.23
"Macquarie Bank","RBC Capital Markets",123060,3660192263,0.0034,0.23
"Makor Securities LLP","Jump Trading",82964300,227131894,36.53,0.015
"Makor Securities LLP","Flow Traders BV",66724036,227131894,29.38,0.015
"Makor Securities LLP","Hudson River Trading",36229577,227131894,15.95,0.015
"Makor Securities LLP","Jane Street",18297349,227131894,8.06,0.015
"Makor Securities LLP","XTX Markets",4109388,227131894,1.81,0.015
"Makor Securities LLP","LMAX Broker 2",3473386,227131894,1.53,0.015
"Makor Securities LLP","Citadel",2860958,227131894,1.26,0.015
"Makor Securities LLP","Commerzbank",2643607,227131894,1.16,0.015
"Makor Securities LLP","Nomura",2489542,227131894,1.1,0.015
"Makor Securities LLP","Gain Global Markets",1834547,227131894,0.8077,0.015
"Makor Securities LLP","State Street Bank",1001318,227131894,0.4409,0.015
"Makor Securities LLP","UBS",1000464,227131894,0.4405,0.015
"Makor Securities LLP","HSBC London",684007,227131894,0.3011,0.015
"Makor Securities LLP","LMAX Broker",592418,227131894,0.2608,0.015
"Makor Securities LLP","Virtu",528624,227131894,0.23,0.015
"Makor Securities LLP","Standard Chartered Bank",499516,227131894,0.22,0.015
"Makor Securities LLP","MN Fund",315088,227131894,0.14,0.015
"Makor Securities LLP","Société Générale",260898,227131894,0.11,0.015
"Makor Securities LLP","Goldman Sachs",250520,227131894,0.1103,0.015
"Makor Securities LLP","Royal Bank of Canada Toronto",248444,227131894,0.1094,0.015
"Makor Securities LLP","SBI",123907,227131894,0.055,0.015
"Maybank","UBS",22027482,37593870,58.59,0.0024
"Maybank","Jump Trading",14249966,37593870,37.91,0.0024
"Maybank","Goldman Sachs",1316422,37593870,3.5,0.0024
"MFP Trading","Jump Trading",676364076,1799086788,37.59,0.12
"MFP Trading","Jane Street",254116569,1799086788,14.12,0.12
"MFP Trading","XTX Markets",165546591,1799086788,9.2,0.12
"MFP Trading","Hudson River Trading",165055908,1799086788,9.17,0.12
"MFP Trading","LMAX Broker 2",151938079,1799086788,8.45,0.12
"MFP Trading","Virtu",105840113,1799086788,5.88,0.12
"MFP Trading","Flow Traders BV",89369305,1799086788,4.97,0.12
"MFP Trading","UBS",87707995,1799086788,4.88,0.12
"MFP Trading","NatWest Markets",24624588,1799086788,1.37,0.12
"MFP Trading","JP Morgan",14022929,1799086788,0.78,0.12
"MFP Trading","Citadel",11823264,1799086788,0.66,0.12
"MFP Trading","Commerzbank",10802396,1799086788,0.6004,0.12
"MFP Trading","SmartMoney",8396070,1799086788,0.47,0.12
"MFP Trading","HRP PoP",7337378,1799086788,0.4078,0.12
"MFP Trading","Nomura",5859724,1799086788,0.33,0.12
"MFP Trading","Goldman Sachs",3489234,1799086788,0.19,0.12
"MFP Trading","HSBC London",2984365,1799086788,0.17,0.12
"MFP Trading","Edgewater Markets",2742579,1799086788,0.15,0.12
"MFP Trading","Velocity Trade",1818356,1799086788,0.1011,0.12
"MFP Trading","ANZ",1705339,1799086788,0.095,0.12
"MFP Trading","Standard Chartered Bank",1469413,1799086788,0.082,0.12
"MFP Trading","Gain Global Markets",1118619,1799086788,0.062,0.12
"MFP Trading","Tower Research",957795,1799086788,0.053,0.12
"MFP Trading","Barclays EB",816317,1799086788,0.045,0.12
"MFP Trading","Henning Carey",563379,1799086788,0.031,0.12
"MFP Trading","SEB",524950,1799086788,0.029,0.12
"MFP Trading","Macquarie Bank",523805,1799086788,0.029,0.12
"MFP Trading","Royal Bank of Canada London",521035,1799086788,0.029,0.12
"MFP Trading","Alpfin - RBPB",520130,1799086788,0.029,0.12
"MFP Trading","BNP Paribas",160365,1799086788,0.0089,0.12
"MFP Trading","Credit Agricole",124637,1799086788,0.0069,0.12
"MFP Trading","Equiti Capital",103716,1799086788,0.0058,0.12
"MFP Trading","LMAX Broker",63818,1799086788,0.0035,0.12
"MFP Trading","Solid Trading",48013,1799086788,0.0027,0.12
"MFP Trading","Swissquote",25938,1799086788,0.0014,0.12
"Mizuho","Jane Street",223497016,463154332,48.26,0.03
"Mizuho","UBS",126114652,463154332,27.23,0.03
"Mizuho","Barclays EB",44621118,463154332,9.63,0.03
"Mizuho","Jump Trading",35005957,463154332,7.56,0.03
"Mizuho","Hudson River Trading",15770913,463154332,3.41,0.03
"Mizuho","Flow Traders BV",12993849,463154332,2.81,0.03
"Mizuho","State Street Bank",2098790,463154332,0.45,0.03
"Mizuho","Goldman Sachs",1260500,463154332,0.27,0.03
"Mizuho","Commerzbank",982278,463154332,0.21,0.03
"Mizuho","Virtu",809259,463154332,0.17,0.03
"MN Fund","Hudson River Trading",272068454,805845042,33.76,0.052
"MN Fund","Jump Trading",253832167,805845042,31.5,0.052
"MN Fund","JP Morgan",39049573,805845042,4.85,0.052
"MN Fund","Jane Street",31923692,805845042,3.96,0.052
"MN Fund","White Oak",30036505,805845042,3.73,0.052
"MN Fund","Henning Carey",28205010,805845042,3.5,0.052
"MN Fund","Citadel",25137279,805845042,3.12,0.052
"MN Fund","Flow Traders BV",17138467,805845042,2.13,0.052
"MN Fund","NatWest Markets",15416140,805845042,1.91,0.052
"MN Fund","Barclays EB",14627217,805845042,1.82,0.052
"MN Fund","XTX Markets",13765291,805845042,1.71,0.052
"MN Fund","HSBC London",12012498,805845042,1.49,0.052
"MN Fund","Virtu",9158924,805845042,1.14,0.052
"MN Fund","BAML",7741229,805845042,0.9606,0.052
"MN Fund","Macquarie Bank",5979762,805845042,0.74,0.052
"MN Fund","Goldman Sachs",5499317,805845042,0.68,0.052
"MN Fund","Standard Chartered Bank",5350703,805845042,0.66,0.052
"MN Fund","Nomura",3139880,805845042,0.39,0.052
"MN Fund","BNP Paribas",2915915,805845042,0.36,0.052
"MN Fund","LMAX Broker 2",2320948,805845042,0.29,0.052
"MN Fund","Credit Agricole",2080100,805845042,0.26,0.052
"MN Fund","HRP PoP",1828563,805845042,0.23,0.052
"MN Fund","Société Générale",1691989,805845042,0.21,0.052
"MN Fund","UBS",937647,805845042,0.12,0.052
"MN Fund","Edgewater Markets",536082,805845042,0.067,0.052
"MN Fund","Morgan Stanley",525600,805845042,0.065,0.052
"MN Fund","Commerzbank",520878,805845042,0.065,0.052
"MN Fund","Gain Global Markets",519955,805845042,0.065,0.052
"MN Fund","Solid Trading",514805,805845042,0.064,0.052
"MN Fund","Tower Research",332490,805845042,0.041,0.052
"MN Fund","Makor Securities LLP",315088,805845042,0.039,0.052
"MN Fund","SBI",312633,805845042,0.039,0.052
"MN Fund","Britannia Global Markets",206538,805845042,0.026,0.052
"MN Fund","LMAX Broker",203703,805845042,0.025,0.052
"Monex","Jump Trading",502062658,1169271227,42.94,0.075
"Monex","LMAX Broker 2",217202691,1169271227,18.58,0.075
"Monex","Virtu",166460447,1169271227,14.24,0.075
"Monex","Nomura",127341441,1169271227,10.89,0.075
"Monex","Hudson River Trading",87156678,1169271227,7.45,0.075
"Monex","Commerzbank",24472846,1169271227,2.09,0.075
"Monex","Barclays EB",13453906,1169271227,1.15,0.075
"Monex","ANZ",13077344,1169271227,1.12,0.075
"Monex","Citadel",6228455,1169271227,0.53,0.075
"Monex","UBS",6211561,1169271227,0.53,0.075
"Monex","Goldman Sachs",4753944,1169271227,0.4066,0.075
"Monex","Jane Street",747146,1169271227,0.064,0.075
"Monex","LMAX Broker",90098,1169271227,0.0077,0.075
"Monex","BNP Paribas",10023,1169271227,0.0009,0.075
"Monex","XTX Markets",1989,1169271227,0.0002,0.075
"Morgan Stanley","UBS",4375169571,15988233325,27.36,1.02
"Morgan Stanley","Jump Trading",3125188050,15988233325,19.55,1.02
"Morgan Stanley","Goldman Sachs",2359298200,15988233325,14.76,1.02
"Morgan Stanley","Hudson River Trading",1060560791,15988233325,6.63,1.02
"Morgan Stanley","HSBC London",953392959,15988233325,5.96,1.02
"Morgan Stanley","BNP Paribas",676205835,15988233325,4.23,1.02
"Morgan Stanley","Commerzbank",588664009,15988233325,3.68,1.02
"Morgan Stanley","Jane Street",508139067,15988233325,3.18,1.02
"Morgan Stanley","State Street Bank",488345437,15988233325,3.05,1.02
"Morgan Stanley","Citadel",457886516,15988233325,2.86,1.02
"Morgan Stanley","Barclays EB",422204496,15988233325,2.64,1.02
"Morgan Stanley","ANZ",262762180,15988233325,1.64,1.02
"Morgan Stanley","LMAX Broker 2",129524446,15988233325,0.8101,1.02
"Morgan Stanley","Flow Traders BV",109169840,15988233325,0.68,1.02
"Morgan Stanley","BAML",100746937,15988233325,0.6301,1.02
"Morgan Stanley","Morgan Stanley",84504689,15988233325,0.53,1.02
"Morgan Stanley","Royal Bank of Canada Toronto",74319738,15988233325,0.46,1.02
"Morgan Stanley","XTX Markets",63521335,15988233325,0.4,1.02
"Morgan Stanley","Citibank",37626384,15988233325,0.24,1.02
"Morgan Stanley","Société Générale",30580711,15988233325,0.19,1.02
"Morgan Stanley","Credit Agricole",16303670,15988233325,0.102,1.02
"Morgan Stanley","NatWest Markets",16140393,15988233325,0.101,1.02
"Morgan Stanley","JP Morgan",10215421,15988233325,0.064,1.02
"Morgan Stanley","Virtu",9148223,15988233325,0.057,1.02
"Morgan Stanley","TD Securities",7368857,15988233325,0.046,1.02
"Morgan Stanley","Nomura",5215898,15988233325,0.033,1.02
"Morgan Stanley","Gain Global Markets",4533209,15988233325,0.028,1.02
"Morgan Stanley","HRP PoP",3408884,15988233325,0.021,1.02
"Morgan Stanley","SEB",1868295,15988233325,0.012,1.02
"Morgan Stanley","Standard Chartered Bank",1619870,15988233325,0.0101,1.02
"Morgan Stanley","LMAX Broker",1391710,15988233325,0.0087,1.02
"Morgan Stanley","Tower Research",1056458,15988233325,0.0066,1.02
"Morgan Stanley","Nordea EB",995153,15988233325,0.0062,1.02
"Morgan Stanley","SBI",624524,15988233325,0.0039,1.02
"Morgan Stanley","MN Fund",525600,15988233325,0.0033,1.02
"Morgan Stanley","Equiti Capital",5969,15988233325,0,1.02
"National Australia Bank Melbourne","Barclays EB",1099522076,2916206020,37.7,0.19
"National Australia Bank Melbourne","Wells Fargo",517952541,2916206020,17.76,0.19
"National Australia Bank Melbourne","UBS",393884280,2916206020,13.51,0.19
"National Australia Bank Melbourne","LMAX Broker 2",313944614,2916206020,10.77,0.19
"National Australia Bank Melbourne","Jane Street",182293103,2916206020,6.25,0.19
"National Australia Bank Melbourne","Jump Trading",105851962,2916206020,3.63,0.19
"National Australia Bank Melbourne","ANZ",96796944,2916206020,3.32,0.19
"National Australia Bank Melbourne","Nomura",87441651,2916206020,3,0.19
"National Australia Bank Melbourne","Standard Chartered Bank",37552747,2916206020,1.29,0.19
"National Australia Bank Melbourne","Hudson River Trading",19817009,2916206020,0.68,0.19
"National Australia Bank Melbourne","Flow Traders BV",19612640,2916206020,0.67,0.19
"National Australia Bank Melbourne","KGI Securities",12719685,2916206020,0.44,0.19
"National Australia Bank Melbourne","BNP Paribas",8260742,2916206020,0.28,0.19
"National Australia Bank Melbourne","Citadel",6326886,2916206020,0.22,0.19
"National Australia Bank Melbourne","Henning Carey",5198442,2916206020,0.18,0.19
"National Australia Bank Melbourne","HSBC London",3214093,2916206020,0.1102,0.19
"National Australia Bank Melbourne","Virtu",996091,2916206020,0.034,0.19
"National Australia Bank Melbourne","Goldman Sachs",831684,2916206020,0.029,0.19
"National Australia Bank Melbourne","NatWest Markets",721835,2916206020,0.025,0.19
"National Australia Bank Melbourne","Gain Global Markets",608823,2916206020,0.0209,0.19
"National Australia Bank Melbourne","Citibank",600272,2916206020,0.0206,0.19
"National Australia Bank Melbourne","White Oak",519910,2916206020,0.018,0.19
"National Australia Bank Melbourne","Commerzbank",410739,2916206020,0.014,0.19
"National Australia Bank Melbourne","XTX Markets",305515,2916206020,0.0105,0.19
"National Australia Bank Melbourne","Sharada",248158,2916206020,0.0085,0.19
"National Australia Bank Melbourne","JP Morgan",246456,2916206020,0.0085,0.19
"National Australia Bank Melbourne","Gelber Group",167577,2916206020,0.0057,0.19
"National Australia Bank Melbourne","Société Générale",159545,2916206020,0.0055,0.19
"NatWest Markets","Jane Street",649420965,3169760079,20.49,0.2026
"NatWest Markets","Citadel",321185716,3169760079,10.13,0.2026
"NatWest Markets","HSBC London",240571064,3169760079,7.59,0.2026
"NatWest Markets","Goldman Sachs",199277621,3169760079,6.29,0.2026
"NatWest Markets","Royal Bank of Canada London",188076795,3169760079,5.93,0.2026
"NatWest Markets","Jump Trading",168872405,3169760079,5.33,0.2026
"NatWest Markets","LMAX Broker",134483191,3169760079,4.24,0.2026
"NatWest Markets","Barclays EB",130937193,3169760079,4.13,0.2026
"NatWest Markets","HRP PoP",111616294,3169760079,3.52,0.2026
"NatWest Markets","Flow Traders BV",105353630,3169760079,3.32,0.2026
"NatWest Markets","SEB",82006059,3169760079,2.59,0.2026
"NatWest Markets","Credit Agricole",75469059,3169760079,2.38,0.2026
"NatWest Markets","Nomura",64404926,3169760079,2.03,0.2026
"NatWest Markets","Gain Global Markets",55777809,3169760079,1.76,0.2026
"NatWest Markets","XTX Markets",54537393,3169760079,1.72,0.2026
"NatWest Markets","Macquarie Bank",54142186,3169760079,1.71,0.2026
"NatWest Markets","Commerzbank",45729753,3169760079,1.44,0.2026
"NatWest Markets","Hudson River Trading",41710058,3169760079,1.32,0.2026
"NatWest Markets","BNP Paribas",41669449,3169760079,1.31,0.2026
"NatWest Markets","UBS",33126494,3169760079,1.05,0.2026
"NatWest Markets","Velocity Trade",31206481,3169760079,0.98,0.2026
"NatWest Markets","Standard Chartered Bank",26578590,3169760079,0.84,0.2026
"NatWest Markets","MFP Trading",24624588,3169760079,0.78,0.2026
"NatWest Markets","Solid Trading",23895703,3169760079,0.75,0.2026
"NatWest Markets","White Oak",22471016,3169760079,0.7089,0.2026
"NatWest Markets","Henning Carey",22270477,3169760079,0.7026,0.2026
"NatWest Markets","TFS Derivatives - RBPB",19554179,3169760079,0.62,0.2026
"NatWest Markets","JP Morgan",18572082,3169760079,0.59,0.2026
"NatWest Markets","Alpfin - RBPB",16770487,3169760079,0.53,0.2026
"NatWest Markets","Morgan Stanley",16140393,3169760079,0.5092,0.2026
"NatWest Markets","UNICREDIT",16065024,3169760079,0.5068,0.2026
"NatWest Markets","MN Fund",15416140,3169760079,0.49,0.2026
"NatWest Markets","Britannia Global Markets",13344293,3169760079,0.42,0.2026
"NatWest Markets","Danske Bank",12394481,3169760079,0.39,0.2026
"NatWest Markets","Nordea EB",11926851,3169760079,0.38,0.2026
"NatWest Markets","ANZ",10115937,3169760079,0.32,0.2026
"NatWest Markets","Qube-RT",10068488,3169760079,0.32,0.2026
"NatWest Markets","State Street Bank",9612120,3169760079,0.3032,0.2026
"NatWest Markets","Rabo Bank",9053021,3169760079,0.29,0.2026
"NatWest Markets","Société Générale",5993315,3169760079,0.19,0.2026
"NatWest Markets","Edgewater Markets",5314273,3169760079,0.17,0.2026
"NatWest Markets","SBI",4957387,3169760079,0.16,0.2026
"NatWest Markets","SmartMoney",4747319,3169760079,0.15,0.2026
"NatWest Markets","Swissquote",3779336,3169760079,0.12,0.2026
"NatWest Markets","Hirose",3707468,3169760079,0.12,0.2026
"NatWest Markets","Sharada",2748602,3169760079,0.087,0.2026
"NatWest Markets","Equiti Capital",1685278,3169760079,0.053,0.2026
"NatWest Markets","Zurich Cantonal Bank",1403650,3169760079,0.044,0.2026
"NatWest Markets","GTS Securities",1297542,3169760079,0.0409,0.2026
"NatWest Markets","Tower Research",1078970,3169760079,0.034,0.2026
"NatWest Markets","J. Safra Sarasin Bank",1032395,3169760079,0.033,0.2026
"NatWest Markets","RBC Capital Markets",962024,3169760079,0.0304,0.2026
"NatWest Markets","AT Global Markets",879713,3169760079,0.028,0.2026
"NatWest Markets","National Australia Bank Melbourne",721835,3169760079,0.023,0.2026
"NatWest Markets","LMAX Broker 2",501428,3169760079,0.016,0.2026
"NatWest Markets","Bluecrest Capital Management - JPPB",498022,3169760079,0.016,0.2026
"NatWest Markets","Pepperstone",3111,3169760079,0.0001,0.2026
"Nomura","Jump Trading",4621419534,29773765833,15.52,1.9
"Nomura","XTX Markets",3361495587,29773765833,11.29,1.9
"Nomura","Hudson River Trading",2064280941,29773765833,6.93,1.9
"Nomura","YJFX",1876732801,29773765833,6.3,1.9
"Nomura","Henning Carey",1763122956,29773765833,5.92,1.9
"Nomura","Sumitomo Mitsui Banking Corporation",1460862604,29773765833,4.91,1.9
"Nomura","UBS",1381613823,29773765833,4.64,1.9
"Nomura","White Oak",999177802,29773765833,3.36,1.9
"Nomura","Rakuten Securities",923280051,29773765833,3.1,1.9
"Nomura","BNP Paribas",784897848,29773765833,2.64,1.9
