"party","counter_party","notional","party_notional","cp_share_pct","party_market_share_pct"
"Rakuten Securities","Jump Trading",4659729699,11881774310,39.22,0.76
"Rakuten Securities","LMAX Broker 2",2748600060,11881774310,23.13,0.76
"Rakuten Securities","Virtu",2070021790,11881774310,17.42,0.76
"Rakuten Securities","Hudson River Trading",1173589556,11881774310,9.88,0.76
"Rakuten Securities","Nomura",923280051,11881774310,7.77,0.76
"Rakuten Securities","UBS",89815008,11881774310,0.76,0.76
"Rakuten Securities","ANZ",73695276,11881774310,0.6202,0.76
"Rakuten Securities","Commerzbank",64283634,11881774310,0.54,0.76
"Rakuten Securities","Citadel",63783473,11881774310,0.54,0.76
"Rakuten Securities","Jane Street",13615777,11881774310,0.11,0.76
"Rakuten Securities","LMAX Broker",740279,11881774310,0.0062,0.76
"Rakuten Securities","Barclays EB",539524,11881774310,0.0045,0.76
"Rakuten Securities","YJFX",80183,11881774310,0.0007,0.76
"ABN POP","Jump Trading",40541973,101036243,40.13,0.0065
"ABN POP","Commerzbank",20463013,101036243,20.25,0.0065
"ABN POP","Hudson River Trading",14288988,101036243,14.14,0.0065
"ABN POP","Jane Street",5656042,101036243,5.6,0.0065
"ABN POP","Virtu",4921003,101036243,4.87,0.0065
"ABN POP","Henning Carey",2560926,101036243,2.53,0.0065
"ABN POP","XTX Markets",2100290,101036243,2.08,0.0065
"ABN POP","LMAX Broker 2",1791850,101036243,1.77,0.0065
"ABN POP","Flow Traders BV",1658640,101036243,1.64,0.0065
"ABN POP","HRP PoP",1304530,101036243,1.29,0.0065
"ABN POP","UBS",992404,101036243,0.98,0.0065
"ABN POP","Goldman Sachs",817567,101036243,0.8092,0.0065
"ABN POP","LMAX Broker",799515,101036243,0.79,0.0065
"ABN POP","White Oak",727143,101036243,0.72,0.0065
"ABN POP","Royal Bank of Canada London",615900,101036243,0.6096,0.0065
"ABN POP","TFS Derivatives - RBPB",498356,101036243,0.49,0.0065
"ABN POP","Citadel",313625,101036243,0.3104,0.0065
"ABN POP","ANZ",313634,101036243,0.3104,0.0065
"ABN POP","Nomura",281714,101036243,0.28,0.0065
"ABN POP","Standard Chartered Bank",181481,101036243,0.18,0.0065
"ABN POP","Barclays EB",127092,101036243,0.13,0.0065
"ABN POP","Equiti Capital",80557,101036243,0.08,0.0065
"Alpfin - RBPB","Jump Trading",1221512266,3331036140,36.67,0.21
"Alpfin - RBPB","Hudson River Trading",582138519,3331036140,17.48,0.21
"Alpfin - RBPB","Jane Street",333423605,3331036140,10.01,0.21
"Alpfin - RBPB","XTX Markets",287766136,3331036140,8.64,0.21
"Alpfin - RBPB","Nomura",241478861,3331036140,7.25,0.21
"Alpfin - RBPB","LMAX Broker 2",196115951,3331036140,5.89,0.21
"Alpfin - RBPB","Flow Traders BV",147720143,3331036140,4.43,0.21
"Alpfin - RBPB","Commerzbank",141003750,3331036140,4.23,0.21
"Alpfin - RBPB","UBS",98527868,3331036140,2.96,0.21
"Alpfin - RBPB","ANZ",24985768,3331036140,0.7501,0.21
"Alpfin - RBPB","NatWest Markets",16770487,3331036140,0.5035,0.21
"Alpfin - RBPB","Citadel",11936329,3331036140,0.36,0.21
"Alpfin - RBPB","Goldman Sachs",4876212,3331036140,0.15,0.21
"Alpfin - RBPB","Virtu",3967675,3331036140,0.12,0.21
"Alpfin - RBPB","HRP PoP",3262513,3331036140,0.098,0.21
"Alpfin - RBPB","Société Générale",2254843,3331036140,0.068,0.21
"Alpfin - RBPB","TFS Derivatives - RBPB",2015571,3331036140,0.0605,0.21
"Alpfin - RBPB","Gain Global Markets",1684368,3331036140,0.0506,0.21
"Alpfin - RBPB","Tower Research",1680259,3331036140,0.0504,0.21
"Alpfin - RBPB","LMAX Broker",1440102,3331036140,0.043,0.21
"Alpfin - RBPB","BNP Paribas",1199592,3331036140,0.036,0.21
"Alpfin - RBPB","KGI Securities",1001251,3331036140,0.0301,0.21
"Alpfin - RBPB","Nordea EB",997170,3331036140,0.03,0.21
"Alpfin - RBPB","Credit Agricole",716230,3331036140,0.022,0.21
"Alpfin - RBPB","Wells Fargo",700876,3331036140,0.021,0.21
"Alpfin - RBPB","MFP Trading",520130,3331036140,0.016,0.21
"Alpfin - RBPB","JP Morgan",504805,3331036140,0.015,0.21
"Alpfin - RBPB","Britannia Global Markets",499260,3331036140,0.015,0.21
"Alpfin - RBPB","Solid Trading",116215,3331036140,0.0035,0.21
"Alpfin - RBPB","Sharada",103627,3331036140,0.0031,0.21
"Alpfin - RBPB","SBI",63517,3331036140,0.0019,0.21
"Alpfin - RBPB","Swissquote",27260,3331036140,0.0008,0.21
"Alpfin - RBPB","Royal Bank of Canada Toronto",24981,3331036140,0.0007,0.21
"AMA Capital","Jump Trading",613849982,1103267085,55.64,0.0705
"AMA Capital","Jane Street",245771786,1103267085,22.28,0.0705
"AMA Capital","Hudson River Trading",190039348,1103267085,17.23,0.0705
"AMA Capital","Citadel",23430807,1103267085,2.12,0.0705
"AMA Capital","Flow Traders BV",11701860,1103267085,1.06,0.0705
"AMA Capital","Goldman Sachs",3760130,1103267085,0.3408,0.0705
"AMA Capital","Commerzbank",3659785,1103267085,0.33,0.0705
"AMA Capital","XTX Markets",3051857,1103267085,0.28,0.0705
"AMA Capital","UBS",2841214,1103267085,0.26,0.0705
"AMA Capital","State Street Bank",1849928,1103267085,0.17,0.0705
"AMA Capital","LMAX Broker 2",1253380,1103267085,0.11,0.0705
"AMA Capital","Société Générale",505393,1103267085,0.046,0.0705
"AMA Capital","SVLS Research",451582,1103267085,0.0409,0.0705
"AMA Capital","Royal Bank of Canada Toronto",411903,1103267085,0.037,0.0705
"AMA Capital","Credit Agricole",260125,1103267085,0.024,0.0705
"AMA Capital","Virtu",249874,1103267085,0.023,0.0705
"AMA Capital","TD Securities",116008,1103267085,0.0105,0.0705
"AMA Capital","Barclays EB",62123,1103267085,0.0056,0.0705
"ANZ","BNP Paribas",1693271116,8486813607,19.95,0.54
"ANZ","Barclays EB",1344510062,8486813607,15.84,0.54
"ANZ","Jump Trading",571764574,8486813607,6.74,0.54
"ANZ","BAML",418261499,8486813607,4.93,0.54
"ANZ","HSBC London",385346643,8486813607,4.54,0.54
"ANZ","Nomura",335185310,8486813607,3.95,0.54
"ANZ","Citadel",280761309,8486813607,3.31,0.54
"ANZ","Morgan Stanley",262762180,8486813607,3.1,0.54
"ANZ","Henning Carey",213944077,8486813607,2.52,0.54
"ANZ","Hudson River Trading",194949481,8486813607,2.3,0.54
"ANZ","LMAX Broker",185136394,8486813607,2.18,0.54
"ANZ","Sumitomo Mitsui Banking Corporation",182786993,8486813607,2.15,0.54
"ANZ","Jane Street",168047686,8486813607,1.98,0.54
"ANZ","HRP PoP",164482497,8486813607,1.94,0.54
"ANZ","State Street Bank",138856313,8486813607,1.64,0.54
"ANZ","XTX Markets",133026776,8486813607,1.57,0.54
"ANZ","Flow Traders BV",126920000,8486813607,1.5,0.54
"ANZ","SBI",114734299,8486813607,1.35,0.54
"ANZ","LMAX Broker 2",101110054,8486813607,1.19,0.54
"ANZ","National Australia Bank Melbourne",96796944,8486813607,1.14,0.54
"ANZ","YJFX",95035338,8486813607,1.12,0.54
"ANZ","UBS",92133118,8486813607,1.09,0.54
"ANZ","Commerzbank",91352483,8486813607,1.08,0.54
"ANZ","Royal Bank of Canada Toronto",82001183,8486813607,0.97,0.54
"ANZ","Credit Agricole",77741667,8486813607,0.92,0.54
"ANZ","Société Générale",77459919,8486813607,0.91,0.54
"ANZ","Rakuten Securities",73695276,8486813607,0.87,0.54
"ANZ","Citibank",61934198,8486813607,0.73,0.54
"ANZ","GMO Click",59463392,8486813607,0.7007,0.54
"ANZ","White Oak",59100619,8486813607,0.7,0.54
"ANZ","Velocity Trade",57965904,8486813607,0.68,0.54
"ANZ","Goldman Sachs",56929660,8486813607,0.6708,0.54
"ANZ","Royal Bank of Canada London",56743080,8486813607,0.67,0.54
"ANZ","Britannia Global Markets",53100299,8486813607,0.63,0.54
"ANZ","RBC Capital Markets",42436499,8486813607,0.5,0.54
"ANZ","TFS Derivatives - RBPB",36092951,8486813607,0.43,0.54
"ANZ","Solid Trading",33163425,8486813607,0.3908,0.54
"ANZ","Virtu",30660009,8486813607,0.36,0.54
"ANZ","Standard Chartered Bank",26836096,8486813607,0.32,0.54
"ANZ","Alpfin - RBPB",24985768,8486813607,0.29,0.54
"ANZ","JP Morgan",21464734,8486813607,0.25,0.54
"ANZ","SEB",18387458,8486813607,0.22,0.54
"ANZ","UNICREDIT",16139870,8486813607,0.1902,0.54
"ANZ","Edgewater Markets",14860516,8486813607,0.18,0.54
"ANZ","Macquarie Bank",13341151,8486813607,0.16,0.54
"ANZ","Tower Research",13229688,8486813607,0.16,0.54
"ANZ","Monex",13077344,8486813607,0.15,0.54
"ANZ","Hirose",11622312,8486813607,0.14,0.54
"ANZ","Equiti Capital",10693171,8486813607,0.13,0.54
"ANZ","NatWest Markets",10115937,8486813607,0.12,0.54
"ANZ","Raiffeisen Bank International",5182253,8486813607,0.061,0.54
"ANZ","Gain Global Markets",5000196,8486813607,0.059,0.54
"ANZ","DBS Singapore",4349839,8486813607,0.051,0.54
"ANZ","KGI Securities",3741791,8486813607,0.044,0.54
"ANZ","Gaitame",3450599,8486813607,0.0407,0.54
"ANZ","GTS Securities",2588332,8486813607,0.0305,0.54
"ANZ","Qube-RT",2319441,8486813607,0.027,0.54
"ANZ","Nordea EB",2090710,8486813607,0.025,0.54
"ANZ","Rabo Bank",1822178,8486813607,0.022,0.54
"ANZ","AT Global Markets",1747333,8486813607,0.0206,0.54
"ANZ","MFP Trading",1705339,8486813607,0.0201,0.54
"ANZ","Zurich Cantonal Bank",1710025,8486813607,0.0201,0.54
"ANZ","Saxo Bank",1669008,8486813607,0.02,0.54
"ANZ","SmartMoney",1181158,8486813607,0.014,0.54
"ANZ","Swissquote",1167362,8486813607,0.014,0.54
"ANZ","Sharada",650720,8486813607,0.0077,0.54
"ANZ","Danske Bank",516205,8486813607,0.0061,0.54
"ANZ","Renaissance Technologies",512823,8486813607,0.006,0.54
"ANZ","Bluecrest Capital Management - JPPB",499838,8486813607,0.0059,0.54
"ANZ","ABN POP",313634,8486813607,0.0037,0.54
"ANZ","Pepperstone",157023,8486813607,0.0019,0.54
"ANZ","Wells Fargo",20528,8486813607,0.0002,0.54
"Aravali AM","Jump Trading",33497154,55213485,60.67,0.0035
"Aravali AM","UBS",15714771,55213485,28.46,0.0035
"Aravali AM","Goldman Sachs",6001560,55213485,10.87,0.0035
"Argamon Markets - RBPB","Jump Trading",1155738,2339991,49.39,0.0001
"Argamon Markets - RBPB","Flow Traders BV",782390,2339991,33.44,0.0001
"Argamon Markets - RBPB","Hudson River Trading",279590,2339991,11.95,0.0001
"Argamon Markets - RBPB","Jane Street",109946,2339991,4.7,0.0001
"Argamon Markets - RBPB","Citadel",12327,2339991,0.53,0.0001
"AT Global Markets","LMAX Broker 2",363695513,1064097078,34.18,0.068
"AT Global Markets","Jump Trading",302257034,1064097078,28.41,0.068
"AT Global Markets","Hudson River Trading",173646172,1064097078,16.32,0.068
"AT Global Markets","Jane Street",87147500,1064097078,8.19,0.068
"AT Global Markets","Commerzbank",37908725,1064097078,3.56,0.068
"AT Global Markets","XTX Markets",19943181,1064097078,1.87,0.068
"AT Global Markets","Henning Carey",19082258,1064097078,1.79,0.068
"AT Global Markets","JP Morgan",12461834,1064097078,1.17,0.068
"AT Global Markets","UBS",12336764,1064097078,1.16,0.068
"AT Global Markets","Goldman Sachs",7075653,1064097078,0.66,0.068
"AT Global Markets","Citadel",5499240,1064097078,0.52,0.068
"AT Global Markets","Nomura",4175293,1064097078,0.39,0.068
"AT Global Markets","Virtu",3422775,1064097078,0.32,0.068
"AT Global Markets","Flow Traders BV",2225458,1064097078,0.2091,0.068
"AT Global Markets","Standard Chartered Bank",2006388,1064097078,0.19,0.068
"AT Global Markets","TFS Derivatives - RBPB",1758873,1064097078,0.17,0.068
"AT Global Markets","ANZ",1747333,1064097078,0.16,0.068
"AT Global Markets","Société Générale",1023500,1064097078,0.096,0.068
"AT Global Markets","HRP PoP",927052,1064097078,0.087,0.068
"AT Global Markets","NatWest Markets",879713,1064097078,0.083,0.068
"AT Global Markets","Swissquote",868565,1064097078,0.082,0.068
"AT Global Markets","Sharada",549719,1064097078,0.052,0.068
"AT Global Markets","HSBC London",523250,1064097078,0.049,0.068
"AT Global Markets","Tower Research",520600,1064097078,0.049,0.068
"AT Global Markets","TD Securities",509617,1064097078,0.048,0.068
"AT Global Markets","Britannia Global Markets",500688,1064097078,0.047,0.068
"AT Global Markets","Qube-RT",483533,1064097078,0.045,0.068
"AT Global Markets","Royal Bank of Canada London",314040,1064097078,0.03,0.068
"AT Global Markets","Royal Bank of Canada Toronto",281610,1064097078,0.027,0.068
"AT Global Markets","State Street Bank",200556,1064097078,0.019,0.068
"AT Global Markets","Equiti Capital",124641,1064097078,0.012,0.068
"AVM Capital","UBS",9143,9143,100,0
"BAML","UBS",4123878035,8952104921,46.07,0.57
"BAML","Jump Trading",1112800254,8952104921,12.43,0.57
"BAML","Goldman Sachs",793383440,8952104921,8.86,0.57
"BAML","HSBC London",677982207,8952104921,7.57,0.57
"BAML","Hudson River Trading",540023230,8952104921,6.03,0.57
"BAML","ANZ",418261499,8952104921,4.67,0.57
"BAML","Commerzbank",346262984,8952104921,3.87,0.57
"BAML","State Street Bank",328475253,8952104921,3.67,0.57
"BAML","Jane Street",169023862,8952104921,1.89,0.57
"BAML","Morgan Stanley",100746937,8952104921,1.13,0.57
"BAML","Barclays EB",94596608,8952104921,1.06,0.57
"BAML","Citadel",81114891,8952104921,0.9061,0.57
"BAML","BNP Paribas",48908938,8952104921,0.55,0.57
"BAML","LMAX Broker 2",32068012,8952104921,0.36,0.57
"BAML","Virtu",18041736,8952104921,0.2015,0.57
"BAML","Gain Global Markets",16651653,8952104921,0.19,0.57
"BAML","Credit Agricole",9462535,8952104921,0.1057,0.57
"BAML","MN Fund",7741229,8952104921,0.087,0.57
"BAML","SEB",6489643,8952104921,0.073,0.57
"BAML","XTX Markets",5431860,8952104921,0.0607,0.57
"BAML","JP Morgan",4825954,8952104921,0.054,0.57
"BAML","Standard Chartered Bank",2997125,8952104921,0.034,0.57
"BAML","Citibank",2505770,8952104921,0.028,0.57
"BAML","Tower Research",2101130,8952104921,0.024,0.57
"BAML","Société Générale",2063344,8952104921,0.023,0.57
"BAML","LMAX Broker",1746624,8952104921,0.02,0.57
"BAML","Royal Bank of Canada Toronto",1433806,8952104921,0.016,0.57
"BAML","SBI",1043531,8952104921,0.012,0.57
"BAML","Nordea EB",1044534,8952104921,0.012,0.57
"BAML","TFS Derivatives - RBPB",998297,8952104921,0.011,0.57
"Bank of Montreal","Jump Trading",1667656153,2267164308,73.56,0.14
"Bank of Montreal","Hudson River Trading",210225510,2267164308,9.27,0.14
"Bank of Montreal","Jane Street",118845235,2267164308,5.24,0.14
"Bank of Montreal","Flow Traders BV",113598276,2267164308,5.01,0.14
"Bank of Montreal","UBS",93471747,2267164308,4.12,0.14
"Bank of Montreal","Citadel",24850423,2267164308,1.1,0.14
"Bank of Montreal","Barclays EB",5108647,2267164308,0.23,0.14
"Bank of Montreal","Henning Carey",4657668,2267164308,0.2054,0.14
"Bank of Montreal","Goldman Sachs",4524408,2267164308,0.2,0.14
"Bank of Montreal","XTX Markets",4291277,2267164308,0.19,0.14
"Bank of Montreal","Royal Bank of Canada Toronto",4129675,2267164308,0.18,0.14
"Bank of Montreal","Virtu",3938892,2267164308,0.17,0.14
"Bank of Montreal","Commerzbank",2782919,2267164308,0.12,0.14
"Bank of Montreal","TD Securities",2436866,2267164308,0.1075,0.14
"Bank of Montreal","State Street Bank",2270278,2267164308,0.1001,0.14
"Bank of Montreal","Société Générale",1347747,2267164308,0.059,0.14
"Bank of Montreal","Credit Agricole",1205495,2267164308,0.053,0.14
"Bank of Montreal","Velocity Trade",760583,2267164308,0.034,0.14
"Bank of Montreal","TFS Derivatives - RBPB",611522,2267164308,0.027,0.14
"Bank of Montreal","Tower Research",250417,2267164308,0.011,0.14
"Bank of Montreal","Standard Chartered Bank",200570,2267164308,0.0088,0.14
"Barclays EB","UBS",15165741358,80617335782,18.81,5.15
"Barclays EB","Jump Trading",15063818617,80617335782,18.69,5.15
"Barclays EB","Hudson River Trading",8343967680,80617335782,10.35,5.15
"Barclays EB","Goldman Sachs",4974795853,80617335782,6.17,5.15
"Barclays EB","Citadel",4217811564,80617335782,5.23,5.15
"Barclays EB","Velocity Trade",3838216401,80617335782,4.76,5.15
"Barclays EB","LMAX Broker",3834844652,80617335782,4.76,5.15
"Barclays EB","HRP PoP",3281536275,80617335782,4.07,5.15
"Barclays EB","Jane Street",2993080331,80617335782,3.71,5.15
"Barclays EB","Commerzbank",2988508086,80617335782,3.71,5.15
"Barclays EB","HSBC London",1674909569,80617335782,2.08,5.15
"Barclays EB","State Street Bank",1467469469,80617335782,1.82,5.15
"Barclays EB","ANZ",1344510062,80617335782,1.67,5.15
"Barclays EB","XTX Markets",1285582764,80617335782,1.59,5.15
"Barclays EB","RBC Capital Markets",1269606792,80617335782,1.57,5.15
"Barclays EB","Henning Carey",1269280853,80617335782,1.57,5.15
"Barclays EB","National Australia Bank Melbourne",1099522076,80617335782,1.36,5.15
"Barclays EB","BNP Paribas",1098395128,80617335782,1.36,5.15
"Barclays EB","LMAX Broker 2",1089031542,80617335782,1.35,5.15
"Barclays EB","Flow Traders BV",725984658,80617335782,0.9005,5.15
"Barclays EB","Nomura",533445311,80617335782,0.66,5.15
"Barclays EB","GTS Securities",502101862,80617335782,0.62,5.15
"Barclays EB","Morgan Stanley",422204496,80617335782,0.52,5.15
"Barclays EB","Virtu",255308410,80617335782,0.32,5.15
"Barclays EB","Société Générale",218315529,80617335782,0.2708,5.15
"Barclays EB","Taishin Bank",198541535,80617335782,0.25,5.15
"Barclays EB","JP Morgan",155345057,80617335782,0.19,5.15
"Barclays EB","White Oak",148603115,80617335782,0.18,5.15
"Barclays EB","NatWest Markets",130937193,80617335782,0.16,5.15
"Barclays EB","Royal Bank of Canada Toronto",124969711,80617335782,0.16,5.15
"Barclays EB","Citibank",113217904,80617335782,0.1404,5.15
"Barclays EB","Gain Global Markets",95057900,80617335782,0.12,5.15
"Barclays EB","BAML",94596608,80617335782,0.12,5.15
"Barclays EB","Sumitomo Mitsui Banking Corporation",82072318,80617335782,0.1018,5.15
"Barclays EB","GMO Click",51072994,80617335782,0.063,5.15
"Barclays EB","Gaitame",49985504,80617335782,0.062,5.15
"Barclays EB","YJFX",48147602,80617335782,0.06,5.15
"Barclays EB","Mizuho",44621118,80617335782,0.055,5.15
"Barclays EB","Credit Agricole",42392650,80617335782,0.053,5.15
"Barclays EB","KGI Securities",38522292,80617335782,0.048,5.15
"Barclays EB","Value Opportunities VCC - QIO Fund",38454389,80617335782,0.048,5.15
"Barclays EB","Standard Chartered Bank",34173137,80617335782,0.042,5.15
"Barclays EB","SEB",28433452,80617335782,0.035,5.15
"Barclays EB","KGI Taiwan",21058507,80617335782,0.026,5.15
"Barclays EB","MN Fund",14627217,80617335782,0.018,5.15
"Barclays EB","Monex",13453906,80617335782,0.017,5.15
"Barclays EB","SBI",12185553,80617335782,0.015,5.15
"Barclays EB","DBS Singapore",11885135,80617335782,0.015,5.15
"Barclays EB","Macquarie Bank",10564970,80617335782,0.013,5.15
"Barclays EB","Hirose",9977871,80617335782,0.012,5.15
"Barclays EB","Renaissance Technologies",8509111,80617335782,0.0106,5.15
"Barclays EB","Bank of Montreal",5108647,80617335782,0.0063,5.15
"Barclays EB","Sharada",4832161,80617335782,0.006,5.15
"Barclays EB","Qube-RT",4367453,80617335782,0.0054,5.15
"Barclays EB","Tower Research",3861867,80617335782,0.0048,5.15
"Barclays EB","Danske Bank",3142373,80617335782,0.0039,5.15
"Barclays EB","TFS Derivatives - RBPB",2774901,80617335782,0.0034,5.15
"Barclays EB","Wells Fargo",1858924,80617335782,0.0023,5.15
"Barclays EB","Solid Trading",1855894,80617335782,0.0023,5.15
"Barclays EB","Britannia Global Markets",1601032,80617335782,0.002,5.15
"Barclays EB","TD Securities",1621134,80617335782,0.002,5.15
"Barclays EB","J. Safra Sarasin Bank",1569015,80617335782,0.0019,5.15
"Barclays EB","Royal Bank of Canada London",929395,80617335782,0.0012,5.15
"Barclays EB","Equiti Capital",996251,80617335782,0.0012,5.15
"Barclays EB","MFP Trading",816317,80617335782,0.001,5.15
"Barclays EB","Nordea EB",635211,80617335782,0.0008,5.15
"Barclays EB","Rakuten Securities",539524,80617335782,0.0007,5.15
"Barclays EB","Gelber Group",562606,80617335782,0.0007,5.15
"Barclays EB","UNICREDIT",312855,80617335782,0.0004,5.15
"Barclays EB","Swissquote",208852,80617335782,0.0003,5.15
"Barclays EB","ABN POP",127092,80617335782,0.0002,5.15
"Barclays EB","Edgewater Markets",156068,80617335782,0.0002,5.15
"Barclays EB","AMA Capital",62123,80617335782,0.0001,5.15
"Bluecrest Capital Management - JPPB","LMAX Broker 2",1483069824,1683086647,88.12,0.1076
"Bluecrest Capital Management - JPPB","Commerzbank",160573355,1683086647,9.54,0.1076
"Bluecrest Capital Management - JPPB","Hudson River Trading",10217337,1683086647,0.6071,0.1076
"Bluecrest Capital Management - JPPB","Jump Trading",7597292,1683086647,0.45,0.1076
"Bluecrest Capital Management - JPPB","DBS Singapore",5496823,1683086647,0.33,0.1076
"Bluecrest Capital Management - JPPB","XTX Markets",4755122,1683086647,0.28,0.1076
"Bluecrest Capital Management - JPPB","Jane Street",3994069,1683086647,0.24,0.1076
"Bluecrest Capital Management - JPPB","Flow Traders BV",2050330,1683086647,0.12,0.1076
"Bluecrest Capital Management - JPPB","LMAX Broker",1248430,1683086647,0.074,0.1076
"Bluecrest Capital Management - JPPB","Standard Chartered Bank",1042250,1683086647,0.062,0.1076
"Bluecrest Capital Management - JPPB","UBS",1040440,1683086647,0.062,0.1076
"Bluecrest Capital Management - JPPB","HSBC London",1003515,1683086647,0.06,0.1076
"Bluecrest Capital Management - JPPB","ANZ",499838,1683086647,0.03,0.1076
"Bluecrest Capital Management - JPPB","NatWest Markets",498022,1683086647,0.03,0.1076
"BNP Paribas","UBS",21823082670,52710834232,41.4,3.37
"BNP Paribas","Goldman Sachs",7928048630,52710834232,15.04,3.37
"BNP Paribas","HSBC London",4517258594,52710834232,8.57,3.37
"BNP Paribas","State Street Bank",3650419907,52710834232,6.93,3.37
"BNP Paribas","Jump Trading",3590125592,52710834232,6.81,3.37
"BNP Paribas","Commerzbank",2011460717,52710834232,3.82,3.37
"BNP Paribas","ANZ",1693271116,52710834232,3.21,3.37
"BNP Paribas","Hudson River Trading",1568651316,52710834232,2.98,3.37
"BNP Paribas","Barclays EB",1098395128,52710834232,2.08,3.37
"BNP Paribas","LMAX Broker",872046264,52710834232,1.65,3.37
"BNP Paribas","Nomura",784897848,52710834232,1.49,3.37
"BNP Paribas","Morgan Stanley",676205835,52710834232,1.28,3.37
"BNP Paribas","Jane Street",590807171,52710834232,1.12,3.37
"BNP Paribas","Citadel",441885584,52710834232,0.84,3.37
"BNP Paribas","LMAX Broker 2",418571919,52710834232,0.79,3.37
"BNP Paribas","XTX Markets",164902848,52710834232,0.31,3.37
"BNP Paribas","Flow Traders BV",153012785,52710834232,0.2903,3.37
"BNP Paribas","Virtu",97588299,52710834232,0.19,3.37
"BNP Paribas","Taishin Bank",97430184,52710834232,0.18,3.37
"BNP Paribas","Citibank",51040227,52710834232,0.097,3.37
"BNP Paribas","BAML",48908938,52710834232,0.093,3.37
"BNP Paribas","NatWest Markets",41669449,52710834232,0.079,3.37
"BNP Paribas","HRP PoP",40521846,52710834232,0.077,3.37
"BNP Paribas","Royal Bank of Canada Toronto",38219903,52710834232,0.073,3.37
"BNP Paribas","Société Générale",36451684,52710834232,0.069,3.37
"BNP Paribas","Gain Global Markets",29275026,52710834232,0.056,3.37
"BNP Paribas","SEB",26852904,52710834232,0.0509,3.37
"BNP Paribas","Standard Chartered Bank",25029585,52710834232,0.048,3.37
"BNP Paribas","Britannia Global Markets",23414147,52710834232,0.044,3.37
"BNP Paribas","KGI Securities",22690545,52710834232,0.043,3.37
"BNP Paribas","DBS Singapore",20414109,52710834232,0.039,3.37
"BNP Paribas","Gaitame",19989347,52710834232,0.038,3.37
"BNP Paribas","Velocity Trade",16034060,52710834232,0.0304,3.37
"BNP Paribas","Credit Agricole",14344924,52710834232,0.027,3.37
"BNP Paribas","RBC Capital Markets",13409482,52710834232,0.025,3.37
"BNP Paribas","White Oak",10036421,52710834232,0.019,3.37
"BNP Paribas","National Australia Bank Melbourne",8260742,52710834232,0.016,3.37
"BNP Paribas","Henning Carey",6734670,52710834232,0.013,3.37
"BNP Paribas","TFS Derivatives - RBPB",5265804,52710834232,0.01,3.37
"BNP Paribas","Orient Futures",4843629,52710834232,0.0092,3.37
"BNP Paribas","JP Morgan",4693697,52710834232,0.0089,3.37
"BNP Paribas","Tower Research",4092093,52710834232,0.0078,3.37
"BNP Paribas","TD Securities",3516163,52710834232,0.0067,3.37
"BNP Paribas","MN Fund",2915915,52710834232,0.0055,3.37
"BNP Paribas","Finalto",2899424,52710834232,0.0055,3.37
"BNP Paribas","Edgewater Markets",2394259,52710834232,0.0045,3.37
"BNP Paribas","Sharada",1472757,52710834232,0.0028,3.37
"BNP Paribas","Macquarie Bank",1259363,52710834232,0.0024,3.37
"BNP Paribas","Alpfin - RBPB",1199592,52710834232,0.0023,3.37
"BNP Paribas","Wells Fargo",1071726,52710834232,0.002,3.37
"BNP Paribas","Verition - HSBC PB",1002741,52710834232,0.0019,3.37
"BNP Paribas","SBI",813083,52710834232,0.0015,3.37
"BNP Paribas","Hirose",723483,52710834232,0.0014,3.37
"BNP Paribas","SmartMoney",629650,52710834232,0.0012,3.37
"BNP Paribas","Solid Trading",300078,52710834232,0.0006,3.37
"BNP Paribas","Equiti Capital",209971,52710834232,0.0004,3.37
"BNP Paribas","MFP Trading",160365,52710834232,0.0003,3.37
"BNP Paribas","Monex",10023,52710834232,0,3.37
"BNY Mellon New York","Jump Trading",78015546,194538197,40.1,0.012
"BNY Mellon New York","Hudson River Trading",38214758,194538197,19.64,0.012
"BNY Mellon New York","Commerzbank",17776881,194538197,9.14,0.012
"BNY Mellon New York","Flow Traders BV",17345288,194538197,8.92,0.012
"BNY Mellon New York","UBS",12572501,194538197,6.46,0.012
"BNY Mellon New York","Jane Street",9828869,194538197,5.05,0.012
"BNY Mellon New York","State Street Bank",4984035,194538197,2.56,0.012
"BNY Mellon New York","Virtu",4779988,194538197,2.46,0.012
"BNY Mellon New York","Citadel",4036763,194538197,2.08,0.012
"BNY Mellon New York","Goldman Sachs",3823377,194538197,1.97,0.012
"BNY Mellon New York","XTX Markets",1639513,194538197,0.84,0.012
"BNY Mellon New York","Henning Carey",1001664,194538197,0.51,0.012
"BNY Mellon New York","Société Générale",519014,194538197,0.27,0.012
"Britannia Global Markets","LMAX Broker 2",4715250124,7597064086,62.07,0.49
"Britannia Global Markets","Jump Trading",556432290,7597064086,7.32,0.49
"Britannia Global Markets","Hudson River Trading",544187037,7597064086,7.16,0.49
"Britannia Global Markets","Jane Street",536046928,7597064086,7.06,0.49
"Britannia Global Markets","Goldman Sachs",388093550,7597064086,5.11,0.49
"Britannia Global Markets","Flow Traders BV",182514611,7597064086,2.4,0.49
"Britannia Global Markets","Commerzbank",151200110,7597064086,1.99,0.49
"Britannia Global Markets","XTX Markets",112007470,7597064086,1.47,0.49
"Britannia Global Markets","Henning Carey",63737938,7597064086,0.84,0.49
"Britannia Global Markets","Nomura",57272108,7597064086,0.75,0.49
"Britannia Global Markets","ANZ",53100299,7597064086,0.7,0.49
